1,1,1,1,5
2,1,1,2,5
3,1,1,3,5
4,1,1,4,4
5,1,1,5,4
6,1,1,6,5
7,1,1,7,4
8,1,1,8,4
9,1,1,9,3
10,1,1,10,4
11,1,1,11,5
12,1,1,12,3
13,1,1,13,5
14,1,1,14,3
15,1,1,15,3
16,1,1,16,4
17,1,1,17,5
18,1,1,18,5
19,1,1,19,5
20,1,1,20,4
21,1,1,21,1
22,1,1,22,4
23,1,1,23,5
24,1,1,24,4
25,1,1,25,4
26,1,1,26,5
27,1,1,27,5
28,1,1,28,4
29,1,1,29,5
30,1,1,30,4
31,1,1,31,5
32,1,1,32,5
33,1,1,33,2
34,1,1,34,5
35,1,1,35,5
36,1,1,36,5
37,1,1,37,3
38,1,1,38,4
39,1,1,39,5
40,1,1,40,4
41,1,1,41,4
42,1,1,42,5
43,1,1,43,5
44,1,1,44,4
45,1,1,45,5
46,1,1,46,2
47,2,1,47,4
48,2,1,48,5
49,2,1,49,4
50,2,1,50,5
51,2,1,51,5
52,2,1,52,3
53,2,1,53,5
54,2,1,54,4
55,2,1,55,4
56,2,1,56,5
57,2,1,57,4
58,2,1,58,4
59,2,1,59,4
60,2,1,60,4
61,2,1,61,5
62,2,1,62,5
63,3,1,63,3
64,3,1,64,4
65,3,1,65,3
66,3,1,66,3
67,3,1,67,3
68,3,1,68,2
69,3,1,69,3
70,3,1,70,4
71,3,1,71,3
72,3,1,72,4
73,3,1,73,2
74,3,1,74,2
75,4,1,75,4
76,4,1,76,2
77,4,1,77,4
78,4,1,78,5
79,4,1,79,3
80,4,1,80,5
81,4,1,81,2
82,4,1,82,5
83,4,1,83,4
84,4,1,84,5
85,4,1,85,2
86,4,1,86,2
87,4,1,87,3
12,4,1,88,4
88,4,1,89,2
89,4,1,90,5
90,4,1,91,5
44,4,1,92,5
91,4,1,93,4
92,4,1,94,2
93,4,1,95,3
19,4,1,96,5
94,4,1,97,5
95,4,1,98,5
96,4,1,99,5
97,4,1,100,1
98,4,1,101,4
99,4,1,102,4
100,4,1,103,4
40,4,1,104,3
101,5,1,105,5
102,5,1,106,4
103,5,1,107,5
104,5,1,108,5
105,5,1,109,5
106,5,1,110,3
24,6,1,111,5
107,6,1,112,4
108,6,1,113,5
35,6,1,114,5
109,6,1,115,5
62,6,1,116,5
110,7,1,117,3
111,8,1,118,5
110,8,1,119,5
112,9,1,120,5
113,9,1,121,4
114,9,1,122,5
115,9,1,123,2
116,10,1,124,4
117,10,1,125,5
118,10,1,126,5
39,10,1,127,5
119,10,1,128,4
120,11,1,129,5
121,11,1,130,5
24,11,1,131,5
122,11,1,132,5
101,11,1,133,5
101,11,1,134,4
123,11,1,135,5
123,11,1,136,5
123,11,1,137,5
124,11,1,138,5
125,11,1,139,5
17,11,1,140,5
126,11,1,141,5
127,11,1,142,5
127,11,1,143,5
128,11,1,144,5
129,11,1,145,4
130,11,1,146,5
131,11,1,147,5
132,11,1,148,4
133,11,1,149,5
134,11,1,150,5
135,11,1,151,1
136,11,1,152,4
137,11,1,153,5
138,11,1,154,5
139,11,1,155,5
140,11,1,156,5
141,11,1,157,2
142,11,1,158,4
143,11,1,159,4
144,11,1,160,3
145,11,1,161,5
146,11,1,162,5
147,11,1,163,4
148,11,1,164,5
122,11,1,165,5
149,11,1,166,2
150,12,1,167,4
151,12,1,168,4
152,12,1,169,4
153,12,1,170,3
154,12,1,171,3
155,12,1,172,4
156,12,1,173,3
157,12,1,174,3
158,12,1,175,4
159,12,1,176,2
160,12,1,177,2
161,12,1,178,3
162,12,1,179,3
27,12,1,180,3
163,12,1,181,4
164,12,1,182,5
165,12,1,183,3
24,12,1,184,3
166,12,1,185,3
39,12,1,186,2
167,12,1,187,2
168,12,1,188,5
1,13,1,189,4
150,13,1,190,3
169,13,1,191,4
24,13,1,192,3
153,13,1,193,4
170,13,1,194,3
157,13,1,195,3
155,13,1,196,4
171,13,1,197,3
172,13,1,198,3
159,13,1,199,3
161,13,1,200,3
173,13,1,201,4
174,13,1,202,4
175,13,1,203,1
176,13,1,204,4
177,13,1,205,2
39,13,1,206,2
167,13,1,207,1
80,14,1,208,3
178,14,1,209,3
179,14,1,210,1
180,14,1,211,1
181,14,1,212,2
182,14,1,213,1
183,14,1,214,2
97,14,1,215,1
184,14,1,216,1
185,14,1,217,2
186,14,1,218,1
187,14,1,219,4
110,14,1,220,1
188,14,1,221,3
189,14,1,222,3
39,14,1,223,1
190,15,1,224,5
127,15,1,225,4
191,15,1,226,2
27,15,1,227,5
192,16,1,228,5
8,16,1,229,5
125,16,1,230,5
127,16,1,231,3
193,16,1,232,3
194,16,1,233,5
163,16,1,234,3
27,16,1,235,4
195,16,1,236,5
196,16,1,237,3
39,16,1,238,5
197,16,1,239,5
198,17,1,240,2
199,17,1,241,3
200,17,1,242,3
201,17,1,243,2
106,17,1,244,2
45,18,1,245,2
202,18,1,246,1
203,19,1,247,4
204,19,1,248,5
205,19,1,249,5
206,19,1,250,5
207,19,1,251,5
208,19,1,252,5
197,20,1,253,5
209,20,1,254,4
6,20,1,255,4
210,20,1,256,5
211,20,1,257,4
157,20,1,258,5
20,20,1,259,4
19,20,1,260,5
159,20,1,261,5
212,20,1,262,5
213,20,1,263,4
214,20,1,264,4
215,20,1,265,5
27,20,1,266,4
216,20,1,267,4
217,20,1,268,4
218,20,1,269,4
219,20,1,270,4
220,20,1,271,4
221,20,1,272,5
39,20,1,273,5
62,20,1,274,5
222,20,1,275,5
38,20,1,276,4
34,20,1,277,4
223,20,1,278,5
224,20,1,279,4
6,21,1,280,3
38,21,1,281,2
225,21,1,282,1
226,21,1,283,5
227,21,1,284,4
228,21,1,285,4
229,21,1,286,3
230,21,1,287,1
226,21,1,288,5
231,21,1,289,4
205,21,1,290,3
27,21,1,291,1
232,21,1,292,1
141,21,1,293,2
233,21,1,294,1
234,21,1,295,4
235,21,1,296,4
200,21,1,297,2
236,21,1,298,3
167,21,1,299,3
237,21,1,300,1
126,22,1,301,2
238,22,1,302,1
239,22,1,303,4
58,22,1,304,2
200,22,1,305,3
39,22,1,306,1
62,22,1,307,2
240,23,1,308,4
241,23,1,309,1
242,23,1,310,5
8,23,1,311,4
243,23,1,312,5
244,23,1,313,5
245,23,1,314,5
245,23,1,315,5
101,23,1,316,5
101,23,1,317,1
2,23,1,318,3
157,23,1,319,2
102,23,1,320,5
14,23,1,321,5
246,23,1,322,5
182,23,1,323,5
226,23,1,324,5
247,23,1,325,1
228,23,1,326,4
248,23,1,327,5
249,23,1,328,5
250,23,1,329,5
251,23,1,330,5
94,23,1,331,4
252,23,1,332,1
253,23,1,333,5
254,23,1,334,5
255,23,1,335,5
256,23,1,336,4
257,23,1,337,4
258,23,1,338,4
259,23,1,339,5
260,23,1,340,5
261,23,1,341,4
262,23,1,342,5
263,23,1,343,5
264,23,1,344,4
265,23,1,345,5
213,23,1,346,3
266,23,1,347,5
267,23,1,348,5
268,23,1,349,5
205,23,1,350,3
269,23,1,351,2
163,23,1,352,2
270,23,1,353,5
52,23,1,354,5
271,23,1,355,5
272,23,1,356,5
273,23,1,357,5
184,23,1,358,3
274,23,1,359,4
275,23,1,360,5
